	sample.name	Sample.Name	Protocol.REF_x	Parameter.Value.Post.Extraction.	Parameter.Value.Derivatization.	Extract.Name	Protocol.REF.1	Parameter.Value.Chromatography.Instrument.	Term.Source.REF_x	Term.Accession.Number_x	Parameter.Value.Column.model.	Parameter.Value.Column.type.	Labeled.Extract.Name	Label	Term.Source.REF.1_x	Term.Accession.Number.1_x	Protocol.REF.2	Parameter.Value.Scan.polarity.	Parameter.Value.Scan.m.z.range.	Parameter.Value.Instrument.	Term.Source.REF.2_x	Term.Accession.Number.2_x	Parameter.Value.Ion.source.	Term.Source.REF.3_x	Term.Accession.Number.3_x	Parameter.Value.Mass.analyzer.	Term.Source.REF.4_x	Term.Accession.Number.4_x	MS.Assay.Name	Raw.Spectral.Data.File	Protocol.REF.3	Normalization.Name	Derived.Spectral.Data.File	Protocol.REF.4	Data.Transformation.Name	Metabolite.Assignment.File	Source.Name	Characteristics.Organism.	Term.Source.REF_y	Term.Accession.Number_y	Characteristics.Variant.	Term.Source.REF.1_y	Term.Accession.Number.1_y	Characteristics.Organism.part.	Term.Source.REF.2_y	Term.Accession.Number.2_y	Protocol.REF_y	Factor.Value.feeding.	Term.Source.REF.3_y	Term.Accession.Number.3_y	Factor.Value.tissue.source.	Term.Source.REF.4_y	Term.Accession.Number.4_y	Factor.Value.genotype.	Term.Source.REF.5	Term.Accession.Number.5	Factor.Value.replicate.	Term.Source.REF.6	Term.Accession.Number.6
63	SRC.1....Fed_rep4_heart	SRC-1-/- Fed_rep4_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fed_rep4_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src1 knockout			4		
64	SRC.1....Fed_rep5_heart	SRC-1-/- Fed_rep5_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fed_rep5_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src1 knockout			5		
65	SRC.1....Fasted_rep1_heart	SRC-1-/- Fasted_rep1_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fasted_rep1_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src1 knockout			1		
66	SRC.1....Fasted_rep2_heart	SRC-1-/- Fasted_rep2_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fasted_rep2_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src1 knockout			2		
67	SRC.1....Fasted_rep3_heart	SRC-1-/- Fasted_rep3_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fasted_rep3_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src1 knockout			3		
68	SRC.1....Fasted_rep4_heart	SRC-1-/- Fasted_rep4_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fasted_rep4_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src1 knockout			4		
69	SRC.1....Fasted_rep5_heart	SRC-1-/- Fasted_rep5_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fasted_rep5_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src1 knockout			5		
70	SRC.1....Fed_rep1_heart.1	SRC-1+/+ Fed_rep1_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fed_rep1_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src1 wild-type			1		
71	SRC.1....Fed_rep2_heart.1	SRC-1+/+ Fed_rep2_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fed_rep2_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src1 wild-type			2		
72	SRC.1....Fed_rep3_heart.1	SRC-1+/+ Fed_rep3_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fed_rep3_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src1 wild-type			3		
73	SRC.1....Fed_rep4_heart.1	SRC-1+/+ Fed_rep4_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fed_rep4_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src1 wild-type			4		
74	SRC.1....Fed_rep5_heart.1	SRC-1+/+ Fed_rep5_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fed_rep5_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src1 wild-type			5		
75	SRC.1....Fasted_rep1_heart.1	SRC-1+/+ Fasted_rep1_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fasted_rep1_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src1 wild-type			1		
76	SRC.1....Fasted_rep2_heart.1	SRC-1+/+ Fasted_rep2_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fasted_rep2_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src1 wild-type			2		
77	SRC.1....Fasted_rep3_heart.1	SRC-1+/+ Fasted_rep3_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fasted_rep3_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src1 wild-type			3		
78	SRC.1....Fasted_rep4_heart.1	SRC-1+/+ Fasted_rep4_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fasted_rep4_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src1 wild-type			4		
79	SRC.1....Fasted_rep5_heart.1	SRC-1+/+ Fasted_rep5_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fasted_rep5_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src1 wild-type			5		
80	SRC.2....Fed_rep1_heart	SRC-2-/- Fed_rep1_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fed_rep1_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src2 knockout			1		
81	SRC.2....Fed_rep2_heart	SRC-2-/- Fed_rep2_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fed_rep2_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src2 knockout			2		
82	SRC.2....Fed_rep3_heart	SRC-2-/- Fed_rep3_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fed_rep3_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src2 knockout			3		
83	SRC.2....Fed_rep4_heart	SRC-2-/- Fed_rep4_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fed_rep4_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src2 knockout			4		
84	SRC.2....Fed_rep5_heart	SRC-2-/- Fed_rep5_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fed_rep5_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src2 knockout			5		
85	SRC.2....Fasted_rep1_heart	SRC-2-/- Fasted_rep1_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fasted_rep1_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src2 knockout			1		
86	SRC.2....Fasted_rep2_heart	SRC-2-/- Fasted_rep2_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fasted_rep2_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src2 knockout			2		
87	SRC.2....Fasted_rep3_heart	SRC-2-/- Fasted_rep3_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fasted_rep3_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src2 knockout			3		
88	SRC.2....Fasted_rep4_heart	SRC-2-/- Fasted_rep4_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fasted_rep4_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src2 knockout			4		
89	SRC.2....Fasted_rep5_heart	SRC-2-/- Fasted_rep5_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fasted_rep5_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src2 knockout			5		
90	SRC.2....Fed_rep1_heart.1	SRC-2+/+ Fed_rep1_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fed_rep1_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src2 wild-type			1		
91	SRC.2....Fed_rep2_heart.1	SRC-2+/+ Fed_rep2_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fed_rep2_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src2 wild-type			2		
92	SRC.2....Fed_rep3_heart.1	SRC-2+/+ Fed_rep3_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fed_rep3_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src2 wild-type			3		
93	SRC.2....Fed_rep4_heart.1	SRC-2+/+ Fed_rep4_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fed_rep4_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src2 wild-type			4		
94	SRC.2....Fed_rep5_heart.1	SRC-2+/+ Fed_rep5_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fed_rep5_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src2 wild-type			5		
